CreditScore,Geography,Gender,Age,Balance,HasCrCard,EstimatedSalary,Exited
657,Germany,Female,38,123770.46,0,47019.66,1
771,France,Female,57,0.0,0,85876.67,1
789,Germany,Female,37,110689.07,1,71121.04,1
708,France,Female,51,70754.18,1,92920.04,1
582,Germany,Female,40,110150.43,1,191757.65,1
469,Spain,Female,31,0.0,1,146213.75,1
782,France,Male,34,0.0,1,183021.06,1
717,Spain,Female,49,110864.38,1,124532.9,1
640,France,Male,33,154575.76,1,25722.28,1
844,France,Female,41,76319.64,1,141175.18,1
674,Germany,Female,44,131593.85,0,171345.02,1
537,Germany,Male,39,135309.36,1,31728.86,1
661,France,Male,47,0.0,0,107243.31,1
554,Germany,Female,51,105701.91,0,179797.79,1
754,Germany,Male,65,136186.44,1,121529.59,1
688,Germany,Male,35,111578.18,0,166165.93,1
648,Spain,Male,49,0.0,1,149946.43,1
522,Spain,Male,34,126436.29,1,174248.52,1
692,Germany,Female,43,118588.83,1,161241.65,1
651,Germany,Female,45,86714.06,1,85869.89,1
559,Spain,Male,67,125919.35,1,175910.95,1
702,France,Male,26,71281.29,1,108747.12,1
579,Germany,Male,42,144386.32,1,22497.1,1
499,Spain,Female,42,147187.84,1,14868.94,1
850,France,Female,35,211774.31,1,188574.12,1
511,France,Female,46,0.0,1,115779.48,1
745,France,Female,36,0.0,1,19605.18,1
850,Spain,Male,49,0.0,0,25867.67,1
569,France,Male,66,0.0,1,130784.2,1
706,Germany,Female,46,111288.18,1,149170.25,1
789,France,Male,37,0.0,1,121883.87,1
656,Germany,Female,46,141535.52,1,50595.15,1
655,France,Female,59,0.0,1,88958.49,1
850,Germany,Female,70,96947.58,1,62282.99,1
850,France,Male,40,0.0,1,136985.08,1
655,Spain,Male,38,250898.09,0,81054.0,1
746,France,Male,48,165282.42,1,153786.46,1
534,France,Male,62,0.0,0,42763.12,1
662,Spain,Female,35,0.0,0,2423.9,1
505,Germany,Female,33,106506.77,1,45445.78,1
575,Germany,Male,49,121205.15,1,168080.53,1
627,Spain,Female,55,0.0,0,91943.94,1
791,Germany,Female,33,130229.71,0,54019.93,1
616,Germany,Female,45,128352.59,1,144000.59,1
564,Spain,Male,31,121461.87,1,20432.09,1
749,France,Female,60,0.0,1,17978.68,1
619,Germany,Male,57,137946.39,1,72467.99,1
635,Germany,Male,37,113488.68,1,95611.74,1
474,France,Male,54,0.0,1,108409.17,1
549,Germany,Female,55,137592.31,0,116548.02,1
686,Spain,Female,47,0.0,1,32080.69,1
775,Germany,Female,38,125212.65,1,15795.88,1
548,France,Female,28,116755.5,1,158585.17,1
708,Germany,Female,54,145151.4,0,125311.17,1
693,Germany,Female,43,121927.92,1,87994.95,1
571,Germany,Male,37,139592.98,1,104152.65,1
713,Spain,Female,26,122857.46,1,144682.17,1
850,Germany,Female,45,103909.86,1,60083.11,1
692,Germany,Male,45,152296.83,0,108040.86,1
617,Germany,Female,39,83348.89,1,7953.62,1
524,Spain,Female,64,0.0,1,136079.64,1
738,Spain,Male,44,0.0,1,43018.82,1
656,Spain,Female,34,59877.33,1,14032.62,1
578,Spain,Male,40,63609.92,0,74965.61,1
425,Spain,Female,22,169649.73,0,136365.0,1
692,France,Female,36,0.0,1,185580.89,1
678,France,Female,28,0.0,1,144423.17,1
766,Germany,Female,34,106434.94,0,137995.66,1
611,France,Female,61,131583.59,0,66238.23,1
591,Spain,Female,27,107812.67,0,162501.83,1
850,Germany,Male,28,147972.19,1,60708.72,1
556,Spain,Male,46,131764.96,1,108500.66,1
608,Spain,Female,41,89763.84,0,199304.74,1
651,Germany,Female,34,148962.46,1,66389.43,1
469,France,Female,48,0.0,1,160529.71,1
603,France,Female,48,0.0,1,100478.6,1
555,Germany,Female,46,120392.99,1,177719.88,1
626,France,Female,52,0.0,1,32159.46,1
528,Germany,Female,62,133201.17,0,168507.68,1
731,France,Female,38,123711.73,1,171340.68,1
711,France,Male,51,0.0,1,38409.79,1
739,Germany,Male,54,126418.14,1,134420.75,1
612,France,Female,33,0.0,0,142797.5,1
568,France,Female,44,0.0,0,62370.67,1
592,Spain,Male,35,80285.16,1,72678.75,1
657,Germany,Male,40,99165.84,0,119333.95,1
546,Germany,Female,74,114888.74,1,66732.63,1
691,France,Male,58,0.0,0,194930.3,1
515,France,Male,48,129387.94,0,147955.91,1
613,Germany,Male,40,147856.82,0,107961.11,1
657,Germany,Female,48,143595.87,0,101314.65,1
586,France,Female,28,0.0,1,170487.4,1
526,Germany,Female,35,118536.4,1,40980.87,1
517,France,Male,62,43772.66,1,187756.24,1
632,Spain,Male,37,138207.08,1,60778.11,1
598,Germany,Male,41,91536.93,1,191468.78,1
687,Spain,Male,38,69434.4,1,66580.13,1
660,Germany,Male,41,129901.21,1,26025.6,1
686,Germany,Female,47,170935.94,1,173179.79,1
636,Germany,Male,67,136709.35,0,66753.1,1
599,France,Male,50,121159.65,0,4033.39,1
651,France,Male,56,0.0,1,114522.68,1
678,France,Female,49,204510.94,0,738.88,1
563,Spain,Female,42,99056.22,1,154347.95,1
676,France,Female,40,147803.48,1,95181.06,1
669,France,Male,25,157848.53,0,37543.93,1
736,France,Female,24,0.0,1,109355.73,1
567,France,Male,59,0.0,1,25843.7,1
598,Germany,Female,50,88379.81,0,64157.24,1
635,Germany,Female,65,117325.54,1,155799.86,1
586,France,Female,46,0.0,0,131553.82,1
704,Spain,Female,24,0.0,1,35600.25,1
625,Germany,Male,56,148507.24,1,46824.08,1
781,France,Male,38,117810.79,0,65632.33,1
599,Spain,Female,39,0.0,1,194273.2,1
588,Germany,Female,48,143279.58,1,31580.8,1
752,Spain,Male,48,116060.08,1,156618.38,1
719,Spain,Female,47,116393.59,1,63051.32,1
519,Spain,Female,47,157296.02,0,147278.43,1
647,Spain,Female,26,109958.15,1,136592.24,1
350,France,Male,51,0.0,1,125823.79,1
626,Spain,Female,26,148610.41,0,104502.02,1
637,France,Female,63,0.0,1,28092.77,1
758,Germany,Female,23,122739.1,1,102460.84,1
612,Germany,Male,30,142910.15,1,105890.55,1
584,Spain,Female,50,0.0,0,152567.75,1
805,Germany,Male,56,151802.29,1,46791.09,1
634,Germany,Female,56,116251.24,0,42429.88,1
749,Germany,Male,47,110022.74,0,135655.29,1
466,Germany,Female,56,111920.13,1,197634.11,1
625,Spain,Female,57,0.0,0,84106.17,1
530,France,Female,55,120905.03,0,123475.88,1
562,France,Female,57,0.0,1,6554.97,1
850,Germany,Male,42,119839.69,0,51016.02,1
719,Germany,Female,42,137227.04,1,149097.38,1
687,France,Female,61,80538.56,1,131305.37,1
710,Germany,Male,43,140080.32,1,157908.19,1
641,France,Female,48,147341.43,1,157458.61,1
650,Germany,Female,45,152367.21,1,150835.21,1
549,Spain,Female,39,0.0,0,81259.25,1
700,Germany,Female,59,137648.41,1,142977.05,1
614,France,Male,46,0.0,1,74379.57,1
710,Germany,Female,62,148214.36,1,48571.14,1
665,Germany,Male,63,104469.58,1,25165.36,1
386,Spain,Female,53,131955.07,1,62514.65,1
599,Spain,Female,31,0.0,1,130086.47,1
728,Germany,Female,35,125884.95,1,54359.02,1
678,France,Male,26,111128.04,1,60941.27,1
638,Germany,Female,53,123916.67,1,16657.68,1
565,Germany,Female,58,108888.24,0,135875.51,1
580,France,Female,56,131368.3,1,106918.67,1
751,France,Female,48,0.0,0,30165.06,1
616,Germany,Female,43,95984.21,0,115262.54,1
595,France,Male,46,0.0,1,73489.15,1
625,France,Female,45,0.0,1,184474.15,1
595,France,Male,52,0.0,1,106340.66,1
457,France,Male,41,73700.12,1,185750.02,1
602,Germany,Female,26,113674.2,1,197861.16,1
737,France,Male,43,80090.93,1,39920.0,1
644,France,Female,40,137285.26,1,77063.63,1
480,France,Female,40,0.0,1,170332.67,1
537,Germany,Female,47,103163.35,1,16259.64,1
698,Spain,Female,31,185078.26,0,115337.74,1
537,France,Female,45,158621.04,1,120892.96,1
618,France,Female,49,44301.43,1,89729.3,1
777,France,Female,29,131240.61,1,163746.09,1
798,Spain,Female,58,0.0,0,119071.56,1
661,Spain,Female,41,28082.95,1,69586.27,1
850,Germany,Male,42,84445.68,0,60021.34,1
777,France,Female,32,0.0,1,136458.19,1
598,Germany,Male,59,118210.42,0,60192.14,1
510,France,Female,52,191665.21,1,131312.56,1
515,France,Female,58,131852.81,1,81436.68,1
592,France,Male,60,0.0,1,13614.01,1
641,France,Male,33,146193.6,1,55796.83,1
757,Germany,Female,30,161378.02,0,71926.28,1
775,France,Male,52,109922.61,1,96823.32,1
631,France,Male,33,0.0,1,58043.02,1
520,Germany,Female,45,123086.39,1,41042.4,1
527,Spain,Female,29,27755.97,1,97468.44,1
564,France,Male,40,0.0,1,85455.62,1
576,Germany,Male,63,148843.56,1,69414.13,1
527,Spain,Female,35,0.0,1,98031.53,1
578,Germany,Female,31,102088.68,0,187866.21,1
542,Germany,Female,35,127543.11,1,468.94,1
762,Germany,Male,56,100260.88,1,77142.42,1
673,Spain,Male,43,127132.96,0,6009.27,1
650,France,Female,64,142028.36,1,32275.09,1
750,France,Female,37,0.0,1,117948.0,1
739,Germany,Male,58,110597.76,0,160122.66,1
633,Germany,Male,58,128137.42,1,147635.33,1
572,Germany,Female,48,152827.99,1,38411.79,1
637,Germany,Male,43,135645.29,0,101382.86,1
659,France,Female,56,123785.24,1,99504.03,1
804,France,Female,50,0.0,1,8546.87,1
709,France,Female,36,0.0,0,42085.58,1
531,Germany,Female,31,117052.82,1,118508.09,1
645,Germany,Male,43,140121.17,1,11302.7,1
511,Germany,Male,48,149726.08,0,88307.87,1
745,Germany,Female,44,119638.21,1,34265.08,1
747,France,Female,45,114959.12,1,189362.39,1
850,Spain,Male,44,89118.26,1,104240.77,1
603,Spain,Female,56,90778.76,1,162223.67,1
672,France,Female,45,0.0,1,92027.69,1
560,Spain,Female,43,95140.44,1,123181.44,1
739,Germany,Male,45,102703.62,0,147802.94,1
605,Germany,Female,56,74129.18,1,62199.78,1
365,Germany,Male,30,127760.07,1,81537.85,1
516,Spain,Male,50,0.0,0,146145.93,1
671,Spain,Female,34,130929.02,1,28238.25,1
553,Germany,Male,53,127997.83,1,165378.66,1
688,France,Female,51,0.0,1,91624.11,1
842,France,Female,37,132446.08,1,87071.18,1
539,Spain,Male,38,0.0,1,152880.07,1
750,Spain,Female,33,161801.47,0,153288.97,1
850,Spain,Male,39,206014.94,0,42774.84,1
753,France,Male,46,0.0,1,90747.94,1
665,Spain,Female,42,156371.61,0,156774.94,1
780,France,Female,37,0.0,0,182156.81,1
766,Germany,Female,62,142724.48,0,5893.23,1
625,Germany,Female,35,86147.46,1,163440.8,1
644,France,Female,46,95441.27,1,108761.05,1
739,Germany,Male,40,149131.03,1,60036.99,1
585,Germany,Male,50,125845.66,1,9439.31,1
695,Germany,Female,53,95231.91,0,70140.8,1
653,Germany,Male,41,104584.11,1,15126.32,1
714,France,Female,52,0.0,0,144045.08,1
580,Germany,Female,38,128218.47,1,125953.83,1
550,Germany,Female,42,128707.31,1,63092.65,1
661,Germany,Female,47,109493.62,0,188324.01,1
580,Germany,Male,38,115442.19,1,128481.5,1
663,Spain,Male,52,136298.65,1,144593.3,1
775,Spain,Male,48,178144.91,0,50168.41,1
850,France,Female,62,124678.35,1,70916.0,1
432,France,Male,42,152603.45,1,110265.24,1
569,France,Male,41,120243.49,1,163150.03,1
478,France,Female,50,0.0,0,93332.64,1
708,France,Male,34,0.0,0,121457.88,1
629,Germany,Female,45,129818.39,1,9217.55,1
754,France,Male,61,146622.35,1,41815.22,1
544,France,Male,48,78314.63,1,103713.93,1
740,Germany,Female,57,113386.36,1,65121.63,1
514,Germany,Male,43,95556.31,0,199273.98,1
702,Germany,Female,60,138597.54,1,41536.59,1
712,France,Male,36,100749.5,0,70758.37,1
718,France,Female,49,0.0,1,184474.72,1
641,Germany,Female,51,117306.69,1,26912.72,1
781,France,Female,27,186558.55,1,175071.29,1
792,Germany,Female,59,101609.77,0,161479.19,1
598,France,Male,64,0.0,1,195635.3,1
351,Germany,Female,57,163146.46,1,169621.69,1
663,Germany,Female,46,95439.4,1,21038.58,1
644,Germany,Female,40,77270.08,1,115800.1,1
484,Germany,Female,55,149349.58,0,137519.92,1
791,Germany,Female,42,113657.41,0,139946.68,1
523,France,Female,40,102967.41,1,128702.1,1
627,France,Female,41,0.0,1,138700.75,1
579,Spain,Male,33,0.0,1,94993.04,1
670,Germany,Male,40,164948.98,0,177028.0,1
850,France,Male,31,67996.23,0,50129.87,1
614,France,Female,37,75150.34,0,131766.67,1
627,France,Female,55,159441.27,1,100686.11,1
850,France,Female,35,128548.49,1,75478.95,1
714,France,Male,46,0.0,1,152167.79,1
747,France,Female,47,139914.6,0,129964.56,1
849,Germany,Female,49,132934.89,1,171056.65,1
698,France,Female,40,105061.74,1,107815.31,1
506,France,Female,57,0.0,0,194421.12,1
376,Germany,Female,29,115046.74,1,119346.88,1
717,France,Female,36,99472.76,1,94274.72,1
737,Spain,Female,39,130051.66,0,55356.39,1
713,France,Female,52,185891.54,1,46369.57,1
644,Spain,Female,46,12459.19,0,156787.34,1
667,Germany,Male,55,154393.43,1,137674.96,1
705,Germany,Male,48,114169.16,0,173273.2,1
753,France,Male,57,0.0,1,159475.08,1
696,Germany,Male,49,97036.22,1,152450.84,1
598,France,Male,48,120682.53,1,30635.52,1
600,Germany,Male,53,106261.63,1,93629.66,1
699,Germany,Male,32,123906.22,1,127443.82,1
628,Germany,Female,51,115280.49,0,12628.61,1
678,Germany,Male,32,139626.01,1,118235.52,1
616,Spain,Female,43,120867.18,1,18761.92,1
444,France,Male,45,0.0,1,130009.85,1
618,France,Male,48,0.0,1,13921.82,1
570,Germany,Male,38,127201.58,1,147168.28,1
778,Germany,Female,29,150358.97,1,62454.01,1
664,Spain,Female,53,187602.18,1,186392.99,1
521,Spain,Female,49,82940.25,0,62413.01,1
831,Germany,Male,44,111100.98,1,28144.07,1
685,France,Female,40,0.0,1,72852.74,1
641,France,Male,65,38340.02,1,32607.77,1
614,France,Male,40,0.0,1,20339.79,1
608,Germany,Female,44,126147.84,0,132424.69,1
677,Spain,Male,56,123959.97,1,60590.72,1
530,France,Female,45,0.0,0,190663.89,1
567,France,Female,41,137891.35,1,142009.46,1
649,Spain,Male,32,0.0,0,91167.19,1
670,France,Female,31,57530.06,1,181893.31,1
640,France,Male,63,68432.45,1,112503.24,1
743,Spain,Female,48,118207.69,0,186489.14,1
579,Germany,Female,50,117721.02,0,192146.63,1
542,France,Female,42,0.0,1,178256.58,1
558,France,Female,41,0.0,1,143585.29,1
803,Germany,Female,50,98173.02,0,22457.25,1
712,Spain,Male,52,0.0,1,117977.45,1
505,France,Female,36,79951.9,0,174123.16,1
559,Spain,Male,24,114739.92,1,85891.02,1
636,France,Female,48,170833.46,1,110510.28,1
586,France,Male,58,151933.63,1,162960.05,1
675,France,Female,49,0.0,1,80496.71,1
604,France,Male,33,0.0,1,42171.13,1
631,Germany,Male,40,107949.45,1,52449.62,1
544,Germany,Male,47,105245.21,0,99922.08,1
597,France,Female,60,131778.08,0,10703.53,1
565,France,Male,55,118803.35,1,128124.7,1
629,France,Male,44,0.0,0,117572.59,1
561,France,Female,27,135637.0,1,153080.4,1
704,Germany,Female,39,102556.18,1,171971.25,1
651,France,Male,35,74623.5,1,129451.29,1
692,France,Male,29,0.0,1,76755.99,1
611,Germany,Female,49,115488.52,1,138656.81,1
776,Germany,Male,33,115130.34,0,129525.5,1
704,Germany,Female,54,133656.91,1,145071.33,1
745,Spain,Female,54,0.0,1,173912.29,1
847,Germany,Female,41,101543.51,1,16025.17,1
475,France,Male,39,0.0,1,56999.9,1
511,Spain,Female,66,0.0,1,1643.11,1
692,Germany,Male,45,142084.04,1,188305.85,1
497,Germany,Male,41,80542.81,0,88729.22,1
579,Spain,Female,35,129490.36,0,8590.83,1
559,France,Male,45,24043.45,0,169781.45,1
714,Germany,Male,53,99141.86,1,72496.05,1
732,Spain,Female,69,137453.43,0,110932.24,1
806,Germany,Male,30,168078.83,1,85028.36,1
749,Germany,Male,54,144768.94,1,93336.3,1
546,France,Male,34,165363.31,1,25744.13,1
566,France,Female,42,0.0,1,180702.12,1
703,France,Male,37,149762.08,1,20629.4,1
630,France,Male,55,0.0,1,106202.07,1
529,Spain,Male,38,99842.5,1,90256.06,1
659,France,Female,49,0.0,1,116249.72,1
544,France,Female,64,124043.8,1,111402.97,1
622,Germany,Female,52,111973.97,1,162756.29,1
629,France,Male,59,113657.83,1,116848.79,1
644,France,Male,48,0.0,0,44965.54,1
646,France,Male,50,104129.24,1,181794.86,1
778,Germany,Female,35,151958.19,1,131238.37,1
757,Germany,Female,43,131433.33,1,3497.43,1
698,Spain,Female,50,0.0,1,88566.9,1
649,France,Female,45,92786.66,1,173365.9,1
528,Germany,Female,46,135555.66,1,133146.03,1
742,Germany,Male,55,155196.17,0,121207.66,1
750,Spain,Female,34,112822.26,0,150401.53,1
611,France,Male,35,0.0,1,23598.23,1
576,France,Male,24,0.0,0,78498.04,1
646,Germany,Female,57,90212.0,1,13911.27,1
593,Germany,Female,39,151391.68,1,27274.6,1
677,France,Female,29,86616.35,0,91903.9,1
701,France,Male,40,169742.64,1,153537.55,1
811,Germany,Male,52,76915.4,0,146359.81,1
652,France,Female,37,92208.54,0,197699.8,1
679,France,Male,47,198546.1,1,191198.92,1
420,Spain,Female,55,91893.32,1,144870.28,1
545,Germany,Female,37,114754.08,1,136050.44,1
556,Spain,Male,38,0.0,0,417.41,1
563,Spain,Male,61,82182.1,1,106826.92,1
520,Germany,Male,43,150805.17,0,25333.03,1
654,France,Male,40,0.0,0,183872.88,1
703,France,Female,51,0.0,1,77294.56,1
577,Spain,Male,51,108867.0,0,140800.66,1
655,France,Female,50,0.0,1,179267.94,1
735,France,Male,41,74135.85,1,11783.1,1
492,Germany,Female,52,125396.24,1,10014.72,1
646,Spain,Female,50,142644.64,1,142208.5,1
498,Germany,Male,61,102453.26,1,187247.56,1
721,Spain,Male,51,169312.13,1,109078.35,1
663,Germany,Male,49,116150.65,1,84358.71,1
499,France,Female,57,0.0,0,131372.38,1
637,Spain,Male,43,0.0,1,12156.93,1
817,Germany,Male,45,101207.75,0,88211.12,1
597,France,Female,53,88381.21,1,69384.71,1
493,France,Female,31,0.0,1,176570.28,1
647,Germany,Male,52,130013.12,1,190806.36,1
762,Germany,Male,46,123571.77,0,57014.17,1
602,France,Female,42,0.0,0,169921.11,1
632,France,Female,40,139625.34,1,93702.96,1
557,France,Female,39,49572.73,1,115287.99,1
585,France,Female,35,0.0,1,98621.04,1
654,Spain,Female,32,0.0,1,51972.92,1
785,Spain,Female,61,129855.72,1,170214.82,1
552,France,Male,42,133701.07,1,101069.71,1
732,Germany,Female,48,102962.62,1,120852.85,1
579,Spain,Male,56,99340.83,0,4523.74,1
559,France,Female,46,0.0,1,21006.1,1
666,France,Male,51,148222.65,0,156953.54,1
710,Spain,Male,62,131078.42,1,119348.76,1
659,Germany,Male,67,117411.6,1,45071.09,1
567,Spain,Female,54,92316.31,1,158590.66,1
720,France,Male,44,86102.27,1,180134.88,1
519,Germany,Male,38,114141.64,1,60988.21,1
540,France,Male,48,109349.29,1,88703.04,1
480,Germany,Male,44,129608.57,1,5472.7,1
740,Spain,Female,56,99097.33,1,85016.64,1
498,Germany,Female,41,87541.06,1,12577.21,1
555,Germany,Female,51,138214.5,1,198715.27,1
443,Germany,Male,50,117206.3,1,42840.18,1
694,Germany,Male,31,109052.59,1,19448.93,1
637,Germany,Female,39,137843.8,1,117622.8,1
466,France,Female,41,33563.95,1,178994.13,1
663,Spain,Female,58,216109.88,0,74176.71,1
723,Germany,Female,68,110357.0,0,141977.54,1
650,Spain,Female,30,0.0,0,67997.13,1
667,France,Male,42,0.0,0,108348.94,1
709,Germany,Male,45,122917.71,1,11.58,1
583,Germany,Female,54,115988.86,1,57553.98,1
753,France,Female,40,3768.69,1,177065.24,1
576,France,Male,63,70655.48,0,78955.8,1
564,Germany,Female,33,115761.51,0,112350.21,1
738,France,Male,54,0.0,0,55725.04,1
705,Germany,Female,37,109974.22,1,36320.87,1
676,Germany,Female,26,108348.66,0,60231.74,1
601,Germany,Female,48,120782.7,1,63940.68,1
590,Spain,Male,29,0.0,1,51907.72,1
765,Germany,Male,43,148962.76,0,173878.87,1
838,Spain,Female,40,61671.19,0,150659.35,1
809,Germany,Male,50,118098.62,1,100720.02,1
621,Germany,Female,55,131033.76,0,75685.59,1
477,Germany,Female,24,95675.62,0,162699.7,1
825,Germany,Female,35,118336.95,1,26342.33,1
729,Spain,Female,42,0.0,1,58268.2,1
545,France,Male,47,105792.49,0,67830.2,1
633,Spain,Male,63,114552.6,1,73856.28,1
661,Germany,Male,37,109908.06,1,115037.67,1
688,France,Female,39,0.0,1,53222.15,1
702,France,Male,26,56738.47,1,100442.22,1
668,France,Female,46,0.0,1,89048.46,1
682,France,Male,41,0.0,0,134158.09,1
727,Germany,Male,46,115248.11,1,130752.01,1
536,Spain,Male,53,143923.96,1,2019.78,1
556,Germany,Male,37,145018.64,1,90928.02,1
696,France,Male,42,0.0,0,126353.13,1
642,Germany,Female,40,129502.49,0,86099.23,1
595,Germany,Female,44,96553.52,1,143952.24,1
674,France,Male,18,0.0,1,55753.12,1
404,Germany,Female,54,125456.07,1,83715.66,1
731,France,Female,47,115414.19,0,191734.67,1
735,Spain,Male,50,0.0,0,166677.35,1
692,Spain,Female,47,0.0,1,150802.41,1
560,France,Male,49,0.0,1,100075.1,1
696,France,Male,52,139781.06,1,27445.4,1
711,France,Female,25,190066.54,0,51345.39,1
772,Germany,Female,51,143930.92,0,46675.51,1
640,France,Female,47,89799.46,0,13783.77,1
718,France,Female,41,0.0,0,27509.52,1
619,Spain,Female,32,175406.13,1,172792.43,1
719,France,Female,37,101455.7,1,25803.59,1
548,France,Female,32,172448.77,1,188083.77,1
762,Spain,Female,60,168920.75,1,31445.03,1
610,Germany,Male,49,113882.33,1,195813.81,1
521,France,Male,38,110641.18,0,136507.69,1
519,Germany,Female,21,151701.45,1,170138.68,1
808,Germany,Female,37,100431.84,1,35140.49,1
554,Germany,Female,55,108477.27,0,140003.0,1
649,Germany,Female,50,155393.32,1,87351.42,1
792,Germany,Female,29,107601.79,1,18922.18,1
739,Spain,Female,41,0.0,1,191694.77,1
473,France,Female,39,117103.26,1,85937.52,1
588,Germany,Male,49,132623.76,1,36292.94,1
583,Spain,Female,40,54428.37,1,109638.78,1
483,Germany,Male,41,118334.44,0,163147.99,1
630,Germany,Male,50,129370.91,1,47775.34,1
747,France,Male,49,202904.64,1,17298.72,1
684,Germany,Male,42,117691.0,1,23135.65,1
654,France,Male,32,121455.65,1,190068.53,1
621,Germany,Male,51,109978.83,0,177740.58,1
820,Germany,Male,39,111336.89,1,16770.31,1
596,Germany,Male,48,131326.47,0,1140.02,1
588,Spain,Female,22,67178.19,1,163534.75,1
571,France,Female,42,108825.34,1,55558.51,1
755,Germany,Male,43,165048.5,1,16929.41,1
615,Germany,Male,58,72309.3,1,85687.09,1
697,France,Male,32,175464.85,1,116442.42,1
667,Germany,Female,37,92171.35,1,178106.34,1
601,France,Female,43,0.0,1,49713.87,1
611,Spain,Male,52,0.0,0,73585.18,1
560,Spain,Male,47,0.0,0,128882.66,1
500,Spain,Female,50,0.0,1,83866.35,1
768,Spain,Female,42,0.0,0,161242.99,1
637,Spain,Female,45,157929.45,1,145134.49,1
850,Spain,Female,53,65407.16,0,182633.63,1
657,Spain,Female,22,0.0,0,168412.07,1
623,Spain,Male,46,0.0,1,5549.11,1
750,France,Female,47,121376.15,1,54473.6,1
744,Germany,Female,50,121498.11,0,106061.47,1
609,France,Male,37,39344.83,1,178291.89,1
750,France,Male,36,136492.92,1,26500.29,1
648,Spain,Female,49,0.0,1,159835.78,1
747,France,Female,40,0.0,0,57817.84,1
724,Germany,Female,48,110463.25,1,80552.11,1
459,Spain,Female,42,129634.25,1,177683.02,1
828,Spain,Male,47,109876.82,1,83611.45,1
570,Germany,Female,50,129293.74,1,177805.44,1
546,Germany,Female,52,106074.89,1,23548.45,1
603,France,Male,51,186825.57,1,93739.71,1
691,Germany,Female,37,123067.63,1,98162.44,1
720,Spain,Male,64,45752.78,1,79623.28,1
751,Germany,Male,50,96888.39,1,77206.25,1
698,Germany,Male,56,112414.81,0,93982.02,1
721,Germany,Female,45,138523.2,0,59604.45,1
600,France,Female,37,0.0,1,7312.25,1
790,Germany,Male,50,121438.58,1,176471.78,1
615,France,Male,36,0.0,1,27011.8,1
767,Spain,Male,47,0.0,1,48161.18,1
540,France,Female,31,0.0,0,183051.6,1
555,Germany,Male,42,107104.5,1,41304.44,1
705,Germany,Female,48,156848.13,1,99475.95,1
647,Germany,Male,37,116509.99,1,149517.71,1
513,Spain,Male,48,0.0,1,114709.13,1
792,France,Male,50,0.0,1,194700.81,1
771,Spain,Male,51,135506.58,1,152479.64,1
727,Spain,Male,71,0.0,1,198446.91,1
717,Spain,Female,42,190305.78,1,99347.8,1
791,France,Female,44,0.0,1,123977.86,1
697,Spain,Male,56,110802.03,1,50230.31,1
688,France,Male,38,148045.68,1,175479.92,1
526,Spain,Female,33,114634.63,1,110114.38,1
593,Germany,Female,48,133903.12,1,85902.39,1
761,Germany,Male,62,98854.34,0,86920.97,1
601,France,Male,39,72647.64,1,41777.9,1
553,Spain,Male,47,116528.15,0,145704.19,1
774,France,Male,53,113709.28,1,153887.93,1
544,France,Female,26,0.0,1,100200.4,1
621,Spain,Male,53,170491.84,1,35588.07,1
529,France,Male,67,103101.56,1,154002.02,1
482,Germany,Male,45,156353.46,1,72643.95,1
794,Germany,Male,57,117056.46,1,93336.93,1
350,Spain,Male,54,152677.48,1,191973.49,1
721,France,Female,55,44020.89,1,65864.4,1
705,Germany,Female,54,125889.3,1,96013.5,1
477,France,Female,57,114023.64,1,71167.17,1
550,Germany,Male,33,118400.91,0,13999.64,1
367,Spain,Male,42,93608.28,1,168816.73,1
756,Germany,Female,26,155143.52,0,135034.57,1
670,Spain,Female,57,175575.95,1,99061.75,1
704,France,Male,50,165438.26,1,120770.75,1
453,France,Male,29,0.0,0,198376.02,1
515,Germany,Male,45,120961.5,1,39288.11,1
704,Germany,Male,27,147004.34,1,64381.33,1
479,France,Female,33,208165.53,0,50774.81,1
699,France,Male,40,0.0,0,152876.13,1
812,Spain,Female,44,0.0,1,66926.83,1
706,Spain,Male,30,87609.68,0,137674.55,1
657,Germany,Male,57,107174.58,1,126369.55,1
621,France,Male,47,0.0,1,133831.37,1
705,France,Female,35,0.0,1,133991.11,1
666,Germany,Female,50,109062.28,1,140136.1,1
798,France,Female,60,96956.1,1,31907.44,1
564,France,Female,36,206329.65,1,46632.87,1
515,Germany,Male,60,113715.36,1,18424.24,1
689,France,Male,47,93871.95,1,156878.42,1
741,Spain,Male,40,104784.23,1,135163.76,1
658,Spain,Female,31,36566.96,1,103644.98,1
640,France,Male,43,132412.38,0,69584.3,1
531,France,Female,47,0.0,0,194998.34,1
568,Germany,Male,40,99282.63,0,134600.94,1
598,France,Female,43,0.0,1,100722.72,1
589,France,Male,38,0.0,1,95483.48,1
726,France,Male,29,0.0,1,91844.14,1
717,Spain,Male,35,0.0,0,174770.14,1
601,Germany,Male,42,98495.72,1,40014.76,1
732,Germany,Female,61,94867.18,1,157527.6,1
512,Spain,Male,36,0.0,0,135482.26,1
562,France,Male,37,0.0,0,52525.15,1
587,Germany,Female,49,155393.98,1,13308.2,1
401,Germany,Male,48,128140.17,1,175753.55,1
765,France,Female,56,0.0,1,13228.93,1
669,France,Male,50,149713.61,1,124872.42,1
609,Spain,Male,61,0.0,1,22447.85,1
693,France,Female,35,124151.09,1,88705.14,1
734,France,Female,54,0.0,1,130805.54,1
643,France,Female,51,105229.53,1,34967.75,1
615,Spain,Male,61,0.0,1,150227.85,1
